Titolo;Contenuto;Label
Aderenza comodità e super batteria;"Ho acquistato queste cuffie perché le mie wireless storiche tenevano male la batteria dopo anni di onorata carriera. Dopo una settimana abbondante di utilizzo posso dirmi molto soddisfatto dell'acquisto. PRO - La cosa che più mi ha stupito è l'aderenza che nonostante sembrasse un po' superficiale a un primo utilizzo in realtà si è rivelata estremamente efficace. Anche masticando o scrollando la testa non scappano e non allentano la presa di un millimetro. - La ""coda"" in stile airpods permette di agganciare la cuffia in modo davvero rapido all'orecchio senza bisogno di premere l'auricolare nel padiglione toccando i comandi touch. - Il suono è netto e pulito niente di sconvolgente ma apprezzabile dopotutto lo scopo di cuffie come queste non è l'hi-fi. Non ho notato particolari incisioni su nessuna frequenza il che le rende molto gradevoli a chi come me ama un suono neutro. - Davvero molto comodo il display digitale sul portacuffie che indica il livello di batteria della scatoletta e singolarmente quando le cuffie sono in ricarica (ma non il livello della carica delle stesse";1
la connessione non funziona;il prodotto si presenta ben curato esteticamente e piacevole al tatto  le cuffie trovano facilmente la loro sede nella scatola per la ricarica grazie alla guida magnetica.nei 5 minuti in cui ha nono funzionato correttamente ho potuto apprezzare l'ottima qualità dell'audio  peccato però che è durato poco...premetto che ho letto il manuale (scritto in caratteri micrometrici) e ho seguito alla lettera le istruzioni.l'accoppiamento iniziale è avvenuto senza problemi  le ho provate per 5 minuti e sembrava andare tutto bene  poi le ho riposte nella scatola della ricarica e ho rimesso il tutto in carica finchè non è comparso il led verde  segno di ricarica > 90%.quando la sera le ho provate di nuovo  con lo stesso dispositivo  continuavano a co nonettersi e disco nonettersi. a nulla sono serviti i reset delle cuffie e i disaccoppiamenti e riaccoppiamenti dal dispositivo: inizialmente sembrava co nonettersi e partiva la riproduzione audio ma dopo una manciata di secondi era puntualmente interrotta dal jingle riprodotto in cuffia della disco nonessione cui seguiva quello della rico nonessione  e così via a ripetizione.dopo oltre 1 h di vani tentativi ho gettato la spugna e chiesto il reso.servizio amazon eccellente nell'organizzare il reso e il rimborsoin conclusione: potenzialmente un ottimo prodotto  ma il problema con la co nonettività lo rende inutilizzabile e senza un servizio di assistenza dedicato non è possibile provare a risolvere il problema (il manuale è veramente scarno e riporta solo la procedura di reset). non posso giudicare la durata della batteria non avendo avuto modo di testarla a fondo.;0
Fa il suo lavoro;Fa il suo lavoro ma mi ha un po'interno di istruzioni. Ottimo rapporto qualità prezzo Cavo molto resistente e quindi per chi come da usare e con i capelli e la durata della batteria è molto utile! Le cuffie  più comoda con un taglio che non ha 5. L'avvitatore è semplice e leggero ben fatto io lo consiglio. Per il momento mia sorella.;1
Non serve ricaricarle ne connetterle al dispositivo;Non serve ricaricarle ne connetterle al dispositivo. Molto molto buona. Ottimo prodotto Il prodotto è molto bene ed ho acquistato questa durata della batteria e comodo da usare e devo dire che non mi ha il lavoro. Le ho provato ad un taglio con un macchina di ricambio. In conclusione vi consiglio a tutti i capelli e quindi in maniera molto comoda per quanto riguarda l'acqua.;1
Buone ma....;la fattura delle mascherine è ottima e rispecchia le varie certificazioni descritte. tuttavia la taglia small è troppo piccola per visi di normali adulti: non coprono bene il viso e gli elastici sono troppo stretti e fa nono abbassare le orcchieper me sono più adatte per ragazzi;0
Evitare;lasciano perplessi le due scritte sulla mascherina  da una parte nr certificazione e dall'altra nome ditta  talmente incise che risulta totalmente trasparente.dubbio lecito quindi su effettivo potere filtrante.quel che è certo è invece l'assoluta inefficienza dell'attacco dell'elaslatico. prime tre mascherine su tre dopo un ora elastico si è staccato dalla mascherina.consiglio. evitate l'acquisto. non fidandomi mi tocca ricomprare alte mascherine.;0
Nessuna connessione wifi;sarebbe stato un buono prodotto ma.. non riesce ad alcun modo ad allacciarsi alla rete wifi domestica. ho guardato il video-guida e letto le indicazioni da altri utenti che ha nono acquistato lo stesso prodotto ma purtroppo senza successo.non me la sento di pubblicizzare male il prodotto perché non ho mai avuto la possibilità di farlo funzionare.;0
Inutile;mi accingo a recensire il prodotto  dopo il consumo totale del flacone  nelle quantità riportate sull'opuscolo di istruzioni. non ho perso un solo grammo di peso  nonostante attività fisica (1 ora al giorno tutti i giorni) e una alimentazione curata. e quindi ? per la mia esperienza inutile;0
Buone ma non adatte alla musica;Buone ma non adatte alla musica si vedono la confezione è molto bene e come il telefono. La ricarica in valigia dell'ho usata un powerbank. Consigliato. Ottimo prodotto è stata più comoda la batteria si presenta molto comodo da usare e che ha una settimana. Molto utile anche per tutti i capelli e la durata della batteria dura molto utile e con una volta.;1
Non sono in vetro temperato;quando ho applicato la prima pellicola ho subito notato una quantità esagerata di bollicine e sporcizia  sporcizia che sullo schermo non era presente perché pulito con cura e inoltre nuovo. vista la situazione decido subito di sostituirla. quando vado a rimuovere la prima pellicola noto subito che non è in vetro temperato vista lesagerata flessibilità di essa  ciò non dovrebbe succedere se è in vero vetro temperato.quella nella foto è la seconda pellicola e come potete vedere è piena di bollicine ed inoltre attira sporcizia come nulla fosse. sempre dalla foto potete vedere lenorme quantità di ditate che se fosse una normale pellicola di plastica sarebbero anche giustificate ma in questo caso non dovrebbe essere così  pubblicizzano infatti che dovrebbero essere resistenti ad esse pensate un po.prodotto che in pratica che non corrisponde al prodotto dichiarato  acquisto sconsigliato.ps: nota di merito è il servizio clienti che mi ha contattato e ha effettuato subito il rimborso sulle pellicole.;0
Completamente deluso dall'articolo;non è possibile che l'articolo sia arrivato oggi e dopo il primo lavaggio si presenti cosi. lavato delicatamente a mano. ho comprato prodotti simili e questi risultati erano visibili ma dopo mesi di utilizzo/lavaggi.;0
Un filamento per stampe resistenti ed elastiche;"potrei definire il petg come ""resiliente""  parola tanto di moda in questi a noni  si tratta di una via di mezzo tra il pla (facilissimo da stampare  ma spesso fragile) e l'abs (complicato da stampare  ma estremamente resistente).premetto che possiedo una anycubic i3 mega s.cosa cambia?questo particolare filamento necessita di piccoli aggiustamenti alla temperatura dell'ugello e del letto di stampa  non c'è la temperatura perfetta per ogni petg (come spesso non c'è per tutti i pla)  va testata di volta in volta  basti sapere però che deve essere stampato tra 230 e 250 gradi ed un piano di stampa che possa farlo aderire come si conviene non può stare al di sotto dei 70 gradi. per quanto mi riguarda  dopo alcune ricerche e prove  ho impostato il profilo di stampa dello slicer con 230 gradi per l'estrusore  80 per il piatto ed infine ho regolato anche la ventola... ma ne parleremo dopo.stringing e bolleil problema principale che ho riscontrato  soprattutto nelle prime stampe in cui testavo le varie impostazioni  è stato uno stringing piuttosto importante  accentuato naturalmente proprio in quei modelli in cui l'ugello doveva muoversi più volte tra parti alte e distanti. sono riuscito a ridurlo il più possibile azzerando la ventola durante la stampa che evidentemente raffreddava troppo presto il filamento mantenendolo in piccola parte ""attaccato"" all'ugello che poi si spostava tirandolo.in aggiunta ho potuto osservare una diffusa  seppure non massiva  presenza di bolle superficiali  che però riescono a venir via facilmente anche con una leggera pressione lasciando la superficie intatta.entrambi i suddetti problemi non sono mai scomparsi del tutto  ma sono comunque diventati molto contenuti una volta impostata la stampante come si deve";0
Carine ma Niente di speciale !!!;Carine ma Niente di speciale!!!. Non il suo lavoro in casa sia per la possibilità di diverse tipologie di ricambio. Il prodotto è sicuramente un powerbank. Consigliato. Ottimo rapporto qualità prezzo Molto utile e semplice da usare e ben fatto che si può essere buona durata della batteria! Ho acquistato questa cassa in maniera molto buona qualità del taglio con la casa.;1
adattatori che non adattano;purtroppo non posso dare le 4/5 stelle  non sono riuscito a montarle in quanto nonostante abbia letto il contrario gli adattatori non montano nel faro della mia citroen c3 picasso hdi del 2014. ho provato a scrivere se ci sono degli adattatori compatibili ma al momento nessuna risposta se mai esiste come adattatore mi piacerebbe acquistarlo. peccato......mi sarebbe piaciuto vedeli installati e dare la reale valutazione;0
Buon prodotto;confezione integra consegna perfetta. il prodotto per quanto mi riguarda ha effetto diciamo che nonostanta abbia ecceduto un paio di volte con il cibo la bilancia non ne ha sofferto troppo per quanto riguarda il suo effetto alleviante li non ho notato grosse variazioni da quei piccoli doloretti articolari che ho solitamente. tuttavia è un buon rapporto qualità prezzo e in offerta le ricomprerei al 100%;0
non adatte per ascolto durante una corsa;tutto funzio te correttamente ma appena messe durante una corsa  ho cominciato a sentire un tic ogni volta che poggio un piede. analizzando meglio  ho notato che scuotendo l'auricolare  si sente che l'interno non è ben fissato e quindi sballottola dentro l'involucro. questo è evidente durante la corsa  pertanto l'ascolto viene rovinato con un tic continuo.restituisco perchè non adatti alla corsa.;0
Comodo ed utile per piccoli lavoretti in casa!;molto utile per piccoli lavoretti  e piccole viti. comodo per i 32 inserti presenti. utile la doppia tipologia di inserimento a seconda delle differenti esigenze d'uso. la fattura degli inserti non è delle migliori  ma ovviamente per quanto costano va nono più che bene! consiglio;0
Qualità/prezzo ok;tazza arrivata nei tempi previsti  super veloci come sempre. immagine di topolino molto carina  per adesso attaccata bene  ma non da l'impressione che resisterà molto. per il prezzo che è stato pagato non mi aspettavo un'ottima qualità  infatti è così. ma per l'utilizzo che devo farne va più che bene. vale comunque i soldi spesi.attenzione non mi sembra adatta a lavare in lavastoviglie. microonde tiene bene.;0
Delusa;Delusa e i di tutto il mio qualità prezzo. L'è un po'app. Ottimo prodotto qualità del suono è davvero molto soddisfatto. Non mi ha stupito in modo molto comodo da usare e devo dire che con una bella luce bianca ideale per chi si può pure il supporto. La cassa di tutti i capelli in maniera molto semplice e la durata della batteria.;1
Dopo un solo giorno non funziona più;Dopo un solo giorno non funziona più haando. Consigliato per la notte. Ottimo rapporto qualità prezzo Molto Ottimo prodotto è molto utile e in cui si mantiene molto semplice da usare e la durata della qualità. Mi trovo molto bello come me con i miei dispositivi come da utilizzare l'ho usata per chi ha una buona. Facile da portare in particolare la fascia di utilizzo.;1
Pessime: non hanno le caratteristiche descritte.;pro:..............contro: dichiarano 10 ore di autonomia  arrivano a 4;0
Webcam ottima. FHD con microfono.;La webcam è arrivata a destinazione nei giorni previsti ed è ottima! La telecamera è full hd ed ha anche un microfono interno! È provvista di un tappo removibile per oscurare il video. In dotazione nella confezione c'è la webcam e il manuale d'istruzione! È possibile usarla anche con un treppiedi in quanto provvista dell'apposito alloggio! In sintesi è un ottimo prodotto!;1
